product_url,product_name,product_category_tree,pid,retail_price,discounted_price,,Date
http://www.flipkart.com/womaniya-alloy-bracelet/p/itmejk8zgtaz3rtx?pid=BBAEJK8Z5UD97GTP,womaniya Alloy Bracelet,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bracelets >> womaniya Alloy Bracelet""]",BBAEJK8Z5UD97GTP,2000,1230,,01-11-2022
http://www.flipkart.com/taj-pearl-alloy-cuff/p/itmejkebybp3gx4u?pid=BBAEJKEBQGU5CPUT,Taj Pearl Alloy Cuff,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bracelets >> Taj Pearl Alloy Cuff""]",BBAEJKEBQGU5CPUT,665,429,,01-11-2022
http://www.flipkart.com/jaspo-saphire-dual-shoe-skates-combo-size-5-skating-kit/p/itmeevfdma5rkq7n?pid=KITEEVFDJDZ2ANQG,JASPO Saphire Dual Shoe Skates Combo Size 5 Skating Kit,"[""Sports & Fitness >> Other Sports >> Skating >> Kits >> JASPO Kits >> JASPO Saphire Dual Shoe Skates Combo Size 5 Skat...""]",KITEEVFDJDZ2ANQG,2299,1300,,01-11-2022
http://www.flipkart.com/taj-pearl-alloy-cuff/p/itmejkech33hggbk?pid=BBAEJKEC2HXUHKQE,Taj Pearl Alloy Cuff,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bracelets >> Taj Pearl Alloy Cuff""]",BBAEJKEC2HXUHKQE,665,429,,01-11-2022
http://www.flipkart.com/bento-musical-teddy-bear/p/itmejkestgzgbuh6?pid=MTYEJKESAJVRTGSS,Bento Musical Teddy Bear,"[""Toys & School Supplies >> Musical Instruments & Toys >> Bento Musical Instruments & Toys >> Bento Musical Teddy Bear (Multicolor)""]",MTYEJKESAJVRTGSS,199,93,,01-11-2022
http://www.flipkart.com/wake-up-competition-full-sleeve-striped-men-s-sweatshirt/p/itmejff8ahjgxjgf?pid=SWSEJFF8Z9DSYYGF,Wake Up Competition Full Sleeve Striped Men's Sweatshirt,"[""Clothing >> Men's Clothing >> Winter & Seasonal Wear >> Sweatshirts >> Wake Up Competition Sweatshirts >> Wake Up Competition Full Sleeve Striped Men's Sw...""]",SWSEJFF8Z9DSYYGF,1495,778,,01-11-2022
http://www.flipkart.com/taj-pearl-alloy-cuff/p/itmejkeaqwghxp7y?pid=BBAEJKEAE2TT5M5R,Taj Pearl Alloy Cuff,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bracelets >> Taj Pearl Alloy Cuff""]",BBAEJKEAE2TT5M5R,665,429,,01-11-2022
http://www.flipkart.com/taj-pearl-alloy-cuff/p/itmejkec74f8fbps?pid=BBAEJKECZ2ZNAUZQ,Taj Pearl Alloy Cuff,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bracelets >> Taj Pearl Alloy Cuff""]",BBAEJKECZ2ZNAUZQ,665,429,,01-11-2022
http://www.flipkart.com/cellbazaar-blackberry-8520-white-lcd/p/itmehdh9puujqyzd?pid=MDYEHDH9HMZPANGJ,Cellbazaar Blackberry 8520 WHITE LCD LCD,"[""Cellbazaar Blackberry 8520 WHITE LCD LCD (YIT-562)""]",MDYEHDH9HMZPANGJ,5000,1030,,01-11-2022
http://www.flipkart.com/dressberry-gold-synthetic-clutch/p/itmehe9fzfk65gck?pid=CLTEHE9FNRZSJGNB,Dressberry Gold Synthetic  Clutch,"[""Dressberry Gold Synthetic  Clutch""]",CLTEHE9FNRZSJGNB,1299,1329,,01-11-2022
http://www.flipkart.com/mast-harbour-black-synthetic-clutch/p/itmehe9gegrxgpze?pid=CLTEHE9FHWMCHUMM,Mast & Harbour Black Synthetic  Clutch,"[""Mast & Harbour Black Synthetic  Clutch""]",CLTEHE9FHWMCHUMM,1899,1929,,01-11-2022
http://www.flipkart.com/jqr-sports-shoes-running/p/itmeh766rrh2bhzu?pid=SHOEH76627H5HRHM,JQR JQR Sports Shoes Running Shoes,"[""Footwear >> Men's Footwear >> Sports Shoes >> JQR Sports Shoes >> JQR JQR Sports Shoes Running Shoes""]",SHOEH76627H5HRHM,1299,1329,,01-11-2022
http://www.flipkart.com/sisel-printed-poly-cotton-women-s-stole/p/itmehfmhwuhrgdpj?pid=SCFEHFMHWZNYMH9C,Sisel Printed Poly Cotton Women's Stole,"[""Sisel Printed Poly Cotton Women's Stole""]",SCFEHFMHWZNYMH9C,299,128,,01-11-2022
http://www.flipkart.com/jqr-sports-shoes-running/p/itmeh76fknv2tsxc?pid=SHOEH7622HVGTZUF,JQR JQR Sports Shoes Running Shoes,"[""Footwear >> Men's Footwear >> Sports Shoes >> JQR Sports Shoes >> JQR JQR Sports Shoes Running Shoes""]",SHOEH7622HVGTZUF,999,999,,01-11-2022
http://www.flipkart.com/knight-ace-kraasa-sports-running-shoes-cycling-walking-shoes/p/itmehe7cgyntgkpz?pid=SHOEHE7C7X5FZYMF,"Knight Ace Kraasa Sports Running Shoes, Cycling Shoes, Walking Shoes","[""Knight Ace Kraasa Sports Running Shoes, Cycling ...""]",SHOEHE7C7X5FZYMF,1299,499,,01-11-2022
http://www.flipkart.com/dressberry-gold-synthetic-clutch/p/itmehe9fbvamch2p?pid=CLTEHE9FS4UCYDGH,Dressberry Gold Synthetic  Clutch,"[""Dressberry Gold Synthetic  Clutch""]",CLTEHE9FS4UCYDGH,1299,1299,,01-11-2022
http://www.flipkart.com/great-art-floral-print-wool-viscose-20-kashmiri-50-cashmilon-30-wool-ruffle-yarn-women-s-stole/p/itmehbhxzkhytmjw?pid=SCFEHBHXDGDY4FHQ,"Great Art Floral Print Wool, Viscose, 20% Kashmiri wool, 50% Cashmilon and 30% Wool ruffle yarn Women's Stole","[""Clothing >> Women's Clothing >> Accessories >> Scarves & Stoles >> Great Art Scarves & Stoles >> Great Art Floral Print Wool, Viscose, 20% Kashmi...""]",SCFEHBHXDGDY4FHQ,1099,493,,01-11-2022
http://www.flipkart.com/indistar-self-design-viscose-women-s-stole/p/itmehdjks9fzqt6y?pid=SCFEHDJKTM826ZRA,Indistar Self Design Viscose Women's Stole,"[""Indistar Self Design Viscose Women's Stole""]",SCFEHDJKTM826ZRA,478,239,,01-11-2022
http://www.flipkart.com/mast-harbour-black-synthetic-clutch/p/itmehe9gef8qepkm?pid=CLTEHE9GGXJKCWCV,Mast & Harbour Black Synthetic  Clutch,"[""Mast & Harbour Black Synthetic  Clutch""]",CLTEHE9GGXJKCWCV,1899,1899,,01-11-2022
http://www.flipkart.com/glacier-running-shoes/p/itmefpcazwhtdah3?pid=SHOEFPCBUQHV7YUG,Glacier Running Shoes,"[""Glacier Running Shoes""]",SHOEFPCBUQHV7YUG,629,498,,01-11-2022
http://www.flipkart.com/dressberry-black-synthetic-clutch/p/itmehe9fjgarkff4?pid=CLTEHE9FD2APDRWQ,Dressberry Black Synthetic  Clutch,"[""Dressberry Black Synthetic  Clutch""]",CLTEHE9FD2APDRWQ,1299,1299,,01-11-2022
http://www.flipkart.com/zoe-marciano-blue-heavy-duty-satin-wong-fabric-clutch/p/itmehd756mkfgwc3?pid=CLTEHD75ANYWYAAY,Zoe Marciano Blue Heavy-duty satin wong fabric  Clutch,"[""Bags, Wallets & Belts >> Wallets & Clutches >> Clutches >> Zoe Marciano Clutches >> Zoe Marciano Blue Heavy-duty satin wong fabric  ...""]",CLTEHD75ANYWYAAY,1599,699,,01-11-2022
http://www.flipkart.com/asics-gel-cumulus-17-running-shoes/p/itmehep5g5wrz5ns?pid=SHOEHEP5EWSGZ7XA,Asics Gel-Cumulus 17 Running Shoes,"[""Asics Gel-Cumulus 17 Running Shoes""]",SHOEHEP5EWSGZ7XA,9499,9499,,01-11-2022
http://www.flipkart.com/dressberry-black-synthetic-clutch/p/itmehe9fmqex4ynp?pid=CLTEHE9FDPYN5TQ3,Dressberry Black Synthetic  Clutch,"[""Dressberry Black Synthetic  Clutch""]",CLTEHE9FDPYN5TQ3,1299,1299,,01-11-2022
http://www.flipkart.com/mast-harbour-gold-synthetic-clutch/p/itmehe9g8hvyqjz9?pid=CLTEHE9GYYY2P7AN,Mast & Harbour Gold Synthetic  Clutch,"[""Mast & Harbour Gold Synthetic  Clutch""]",CLTEHE9GYYY2P7AN,1899,1899,,01-11-2022
http://www.flipkart.com/asics-gel-kayano-22-running-shoes/p/itmehep5hsgj3nd7?pid=SHOEHEP5H5XGFZJY,Asics Gel-Kayano 22 Running Shoes,"[""Asics Gel-Kayano 22 Running Shoes""]",SHOEHEP5H5XGFZJY,12499,12499,,01-11-2022
http://www.flipkart.com/indistar-self-design-viscose-women-s-stole/p/itmehdk7yfnp93hv?pid=SCFEHDK7XFHAAZZZ,Indistar Self Design Viscose Women's Stole,"[""Indistar Self Design Viscose Women's Stole""]",SCFEHDK7XFHAAZZZ,898,449,,01-11-2022
http://www.flipkart.com/dressberry-orange-synthetic-clutch/p/itmehe9fyddjdwfv?pid=CLTEHE9FNVRTJUGS,Dressberry Orange Synthetic  Clutch,"[""Dressberry Orange Synthetic  Clutch""]",CLTEHE9FNVRTJUGS,1899,1899,,01-11-2022
http://www.flipkart.com/dressberry-gold-synthetic-clutch/p/itmehe9fwfwdphk6?pid=CLTEHE9FKGAZSNXR,Dressberry Gold Synthetic  Clutch,"[""Dressberry Gold Synthetic  Clutch""]",CLTEHE9FKGAZSNXR,1299,1299,,01-11-2022
http://www.flipkart.com/dressberry-green-synthetic-clutch/p/itmehe9fkmjhbjca?pid=CLTEHE9FJRKY7HKR,Dressberry Green Synthetic  Clutch,"[""Dressberry Green Synthetic  Clutch""]",CLTEHE9FJRKY7HKR,1899,1899,,01-11-2022
http://www.flipkart.com/zoe-marciano-blue-heavy-duty-satin-wong-fabric-clutch/p/itmehd6a9herfpwa?pid=CLTEHD6AQ4CW7AWU,Zoe Marciano Blue Heavy-duty satin wong fabric  Clutch,"[""Bags, Wallets & Belts >> Wallets & Clutches >> Clutches >> Zoe Marciano Clutches >> Zoe Marciano Blue Heavy-duty satin wong fabric  ...""]",CLTEHD6AQ4CW7AWU,1599,699,,01-11-2022
http://www.flipkart.com/escan-lace-up/p/itmehdmyypsrhuts?pid=SHOEHDMYWZNYA7HH,Escan Lace Up,"[""Escan Lace Up""]",SHOEHDMYWZNYA7HH,1299,999,,01-11-2022
http://www.flipkart.com/dressberry-gold-synthetic-clutch/p/itmehe9fjcpvhn9e?pid=CLTEHE9FC9GPHNF2,Dressberry Gold Synthetic  Clutch,"[""Dressberry Gold Synthetic  Clutch""]",CLTEHE9FC9GPHNF2,1299,1299,,01-11-2022
http://www.flipkart.com/nine-maternity-wear-women-s-fit-flare-dress/p/itmeeygrghwhadnn?pid=DREEEYGRYGXYB9BU,Nine Maternity Wear Women's Fit and Flare Dress,"[""Nine Maternity Wear Women's Fit and Flare Dress""]",DREEEYGRYGXYB9BU,1825,1825,,01-11-2022
http://www.flipkart.com/kleio-festive-party-casual-blue-pu-clutch/p/itmejck7qpzhnxg7?pid=CLTEJCK7KMJKN5HJ,"Kleio Festive, Party, Casual Blue PU  Clutch","[""Bags, Wallets & Belts >> Wallets & Clutches >> Clutches >> Kleio Clutches >> Kleio Festive, Party, Casual Blue PU  Clutch""]",CLTEJCK7KMJKN5HJ,1899,999,,01-11-2022
http://www.flipkart.com/skipper-blends-aqua-striped-eyelet-window-curtain/p/itmejcc59b9guhbn?pid=CRNEJCC5YHEWAQ7B,Skipper Blends Aqua Striped Eyelet Window Curtain,"[""Home Furnishing >> Curtains & Accessories >> Curtains >> Skipper Curtains >> Skipper Blends Aqua Striped Eyelet Window Curtai...""]",CRNEJCC5YHEWAQ7B,1733,1039,,01-11-2022
http://www.flipkart.com/mizuno-lightweight-hoody-solid-men-s-wind-cheater/p/itmehu6fbpeag9wk?pid=WCTEHU6FYRC6WWCG,Mizuno Lightweight Hoody Solid Men's Wind Cheater,"[""Clothing >> Men's Clothing >> Winter & Seasonal Wear >> Windcheaters >> Mizuno Windcheaters >> Mizuno Lightweight Hoody Solid Men's Wind Cheater""]",WCTEHU6FYRC6WWCG,4999,4999,,01-11-2022
http://www.flipkart.com/turbo-mse-test-lite-batting-gloves-men-white-orange/p/itmehxrhbkcyg8yq?pid=SGEEHXRHX7CVWD59,"Turbo MSE TEST LITE Batting Gloves (Men, White, Orange)","[""Sports & Fitness >> Team Sports >> Cricket >> Cricket Gloves >> Turbo Cricket Gloves >> Turbo MSE TEST LITE Batting Gloves (Men, White, ...""]",SGEEHXRHX7CVWD59,1637,818,,01-11-2022
http://www.flipkart.com/turbo-league-batting-gloves-men-white-blue/p/itmehxrhj638qfqc?pid=SGEEHXRHQUQMNNVZ,"Turbo LEAGUE Batting Gloves (Men, White, Blue)","[""Sports & Fitness >> Team Sports >> Cricket >> Cricket Gloves >> Turbo Cricket Gloves >> Turbo LEAGUE Batting Gloves (Men, White, Blue)""]",SGEEHXRHQUQMNNVZ,1232,616,,01-11-2022
http://www.flipkart.com/stamin-mass-gainers/p/itmeavtqezxyygdq?pid=PSLEAVTQQXEXZYYZ,Stamin Mass Gainers,"[""Food & Nutrition >> Health & Nutrition >> Protein Supplements >> Stamin Mass Gainers (2 kg, Strawberry)""]",PSLEAVTQQXEXZYYZ,2300,1955,,01-11-2022
http://www.flipkart.com/pure-source-psi-as-hanggnrlx-relaxing-liquid-air-freshener/p/itme9b8etewsnz73?pid=AIRE9B8EKTNR8J4B,Pure Source Psi-As-Hanggnrlx Relaxing Liquid Air Freshener,"[""Home Decor & Festive Needs >> Candles & Fragrances >> Home Fragrances >> Aroma Oil & Diffuser Sets >> Pure Source Aroma Oil & Diffuser Sets""]",AIRE9B8EKTNR8J4B,1250,375,,01-11-2022
http://www.flipkart.com/svt-ada-collections-formal-full-sleeve-checkered-women-s-top/p/itmebcjf7khwrg9g?pid=TOPEBCJF2D8JB3RG,Svt Ada Collections Formal Full Sleeve Checkered Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Svt Ada Collections Tops""]",TOPEBCJF2D8JB3RG,1199,795,,01-11-2022
http://www.flipkart.com/svt-ada-collections-party-3-4-sleeve-checkered-women-s-top/p/itmec89zyhquhkgf?pid=TOPEC89ZP7VSJGZK,Svt Ada Collections Party 3/4 Sleeve Checkered Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Svt Ada Collections Tops""]",TOPEC89ZP7VSJGZK,1199,880,,01-11-2022
http://www.flipkart.com/svt-ada-collections-casual-full-sleeve-checkered-women-s-top/p/itmeddv9294x7dux?pid=TOPEDDV9USBFWGPZ,Svt Ada Collections Casual Full Sleeve Checkered Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Svt Ada Collections Tops""]",TOPEDDV9USBFWGPZ,1699,1215,,01-11-2022
http://www.flipkart.com/asian-gems-jewels-5-dhaatu-metal-alloy-opal-ring/p/itme7z9nhhxbnnf6?pid=RNGE7Z9NKQU2CEVJ,"Asian Gems & Jewels 5 Dhaatu Metal, Alloy Opal Ring","[""Jewellery >> Rings""]",RNGE7Z9NKQU2CEVJ,2746,687,,01-11-2022
http://www.flipkart.com/asian-gems-jewels-5-dhaatu-metal-alloy-opal-ring/p/itme7z9nts6gzbr7?pid=RNGE7Z9NHKZPRSEE,"Asian Gems & Jewels 5 Dhaatu Metal, Alloy Opal Ring","[""Jewellery >> Rings""]",RNGE7Z9NHKZPRSEE,2973,743,,01-11-2022
http://www.flipkart.com/asian-gems-jewels-5-dhaatu-metal-alloy-amethyst-ring/p/itme7z9nvtjhyggb?pid=RNGE7Z9NAEWGKG5A,"Asian Gems & Jewels 5 Dhaatu Metal, Alloy Amethyst Ring","[""Jewellery >> Rings""]",RNGE7Z9NAEWGKG5A,1937,968,,01-11-2022
http://www.flipkart.com/kings-multicolor-tassels/p/itmecgpsanzbhwgy?pid=CAYECGPSFMSBYTCF,Kings Multicolor Tassels,"[""Home Furnishing >> Curtains & Accessories >> Curtain Accessories""]",CAYECGPSFMSBYTCF,1000,249,,01-11-2022
http://www.flipkart.com/avsar-sachi-gold-diamond-18-k-ring/p/itmeawyfzq4bfvxx?pid=RNGEAWYFMVWZUEWE,Avsar Sachi Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",RNGEAWYFMVWZUEWE,16880,8440,,01-11-2022
http://www.flipkart.com/peppermint-blues-casual-sleeveless-printed-women-s-top/p/itmebyn5qrndusa8?pid=TOPE5PHFZHVEY42Z,Peppermint Blues Casual Sleeveless Printed Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Peppermint Blues Tops""]",TOPE5PHFZHVEY42Z,399,359,,01-11-2022
http://www.flipkart.com/nishtaa-yellow-gold-22-k-ring/p/itmdwkzm5hzbgvhf?pid=RNGDWKZM5ETTQGGU,Nishtaa Yellow Gold 22 K Ring,"[""Jewellery >> Rings""]",RNGDWKZM5ETTQGGU,18350,17433,,01-11-2022
http://www.flipkart.com/xpert-schoolboys-blk-lace-up-shoes/p/itme7djapaayfzrv?pid=SHOE7DJBEPYGQPHF,Xpert Schoolboys Blk Lace Up Shoes,"[""Footwear >> Kids' & Infant Footwear >> For Boys >> School Shoes""]",SHOE7DJBEPYGQPHF,399,299,,01-11-2022
http://www.flipkart.com/just-time-fashions-women-s-a-line-dress/p/itme92aqfews6bmm?pid=DREE92AQQFDRUFAN,Just In Time Fashions Women's A-line Dress,"[""Clothing >> Women's Clothing >> Western Wear >> Dresses & Skirts >> Dresses >> Just In Time Fashions Dresses""]",DREE92AQQFDRUFAN,2499,1499,,01-11-2022
http://www.flipkart.com/yepme-women-s-gathered-dress/p/itmdz7f5ygrzkpev?pid=DREDZ7F5H5WNGXWS,Yepme Women's Gathered Dress,"[""Clothing >> Women's Clothing >> Western Wear >> Dresses & Skirts >> Dresses >> Yepme Dresses""]",DREDZ7F5H5WNGXWS,1799,799,,01-11-2022
http://www.flipkart.com/van-heusen-men-s-printed-party-shirt/p/itmedffjhmsewsub?pid=SHTEDFFJMHZWSYT2,Van Heusen Men's Printed Party Shirt,"[""Clothing >> Men's Clothing >> Shirts >> Casual & Party Wear Shirts >> Van Heusen Casual & Party Wear Shirts""]",SHTEDFFJMHZWSYT2,2099,1469,,01-11-2022
http://www.flipkart.com/eshoppee-laughing-buddha-success-wealth-showpiece-12-cm/p/itme9whuhegwsypk?pid=SHIE9WHT4M9FHMB5,Eshoppee Laughing Buddha For Success And Wealth Showpiece  -  12 cm,"[""Home Decor & Festive Needs >> Showpieces >> Eshoppee Showpieces""]",SHIE9WHT4M9FHMB5,799,399,,01-11-2022
http://www.flipkart.com/karatcraft-triniya-promise-gold-diamond-18-k-ring/p/itme7t8fegkapukv?pid=RNGE864HRSHWNANE,Karatcraft Triniya Promise Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",RNGE864HRSHWNANE,49999,34221,,01-11-2022
http://www.flipkart.com/nishtaa-yellow-gold-22-k-ring/p/itmdwkzn6zdqcmgt?pid=RNGDWKZNGUHGKETQ,Nishtaa Yellow Gold 22 K Ring,"[""Jewellery >> Rings""]",RNGDWKZNGUHGKETQ,8190,7781,,01-11-2022
http://www.flipkart.com/mykraft-girl-s-a-line-dress/p/itme6g7mgnpmtzbc?pid=DREE6G7MEUW3MM6Z,Mykraft Girl's A-line Dress,"[""Clothing >> Kids' Clothing >> Girls Wear >> Dresses & Skirts >> Dresses >> Mykraft Dresses""]",DREE6G7MEUW3MM6Z,1205,964,,01-11-2022
http://www.flipkart.com/cranberry-club-girl-s-gathered-dress/p/itme9c3ncyfmfgfd?pid=DREE9C3NKTNUCWSN,The Cranberry Club Girl's Gathered Dress,"[""Clothing >> Kids' Clothing >> Girls Wear >> Dresses & Skirts >> Dresses >> The Cranberry Club Dresses""]",DREE9C3NKTNUCWSN,1299,999,,01-11-2022
http://www.flipkart.com/fashion-tree-men-s-solid-formal-shirt/p/itmee72rsgszwfg5?pid=SHTEE72RZN4TVPUY,Fashion Tree Men's Solid Formal Shirt,"[""Clothing >> Men's Clothing >> Shirts >> Formal Shirts >> Fashion Tree Formal Shirts""]",SHTEE72RZN4TVPUY,999,349,,01-11-2022
http://www.flipkart.com/fashion-tree-men-s-solid-formal-shirt/p/itmee72reg6fh7ad?pid=SHTEE72RCD7G7D2N,Fashion Tree Men's Solid Formal Shirt,"[""Clothing >> Men's Clothing >> Shirts >> Formal Shirts >> Fashion Tree Formal Shirts""]",SHTEE72RCD7G7D2N,999,349,,01-11-2022
http://www.flipkart.com/fashion-tree-men-s-solid-formal-shirt/p/itmee72rebrjgnkw?pid=SHTEE72RA42KXW2S,Fashion Tree Men's Solid Formal Shirt,"[""Clothing >> Men's Clothing >> Shirts >> Formal Shirts >> Fashion Tree Formal Shirts""]",SHTEE72RA42KXW2S,999,349,,01-11-2022
http://www.flipkart.com/peter-england-men-s-solid-formal-shirt/p/itmedvzrftg3us5u?pid=SHTEDVZRHNGYYMES,Peter England Men's Solid Formal Shirt,"[""Clothing >> Men's Clothing >> Shirts >> Formal Shirts >> Peter England Formal Shirts""]",SHTEDVZRHNGYYMES,1399,1399,,01-11-2022
http://www.flipkart.com/gee-bee-casual-printed-women-s-kurti/p/itmebfrqgytc4ppq?pid=KRTEBFRQD4VMTPYK,Gee & Bee Casual Printed Women's Kurti,"[""Clothing >> Women's Clothing >> Ethnic Wear >> Kurtas & Kurtis >> Kurtis >> Gee & Bee Kurtis""]",KRTEBFRQD4VMTPYK,1664,499,,01-11-2022
http://www.flipkart.com/gee-bee-casual-printed-women-s-kurti/p/itmebfrqzdzasgbe?pid=KRTEBFRQEW73G6BA,Gee & Bee Casual Printed Women's Kurti,"[""Clothing >> Women's Clothing >> Ethnic Wear >> Kurtas & Kurtis >> Kurtis >> Gee & Bee Kurtis""]",KRTEBFRQEW73G6BA,2499,749,,01-11-2022
http://www.flipkart.com/dumdaar-com-casual-short-sleeve-self-design-women-s-top/p/itmedchagzh5mvkp?pid=TOPEDCHAAH2UHQSR,Dumdaar.Com Casual Short Sleeve Self Design Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Dumdaar.Com Tops""]",TOPEDCHAAH2UHQSR,999,399,,01-11-2022
http://www.flipkart.com/f-s-casual-party-short-sleeve-self-design-women-s-top/p/itmebs25yhzu3et7?pid=TOPEBS26V3JRYSF3,"F&S Casual, Party Short Sleeve Self Design Women's Top","[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> F&S Tops""]",TOPEBS26V3JRYSF3,1299,421,,01-11-2022
http://www.flipkart.com/oviya-casual-sleeveless-self-design-women-s-top/p/itmdzgv87kaqcgat?pid=TOPDZGV8GUEXZNUT,Oviya Casual Sleeveless Self Design Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Oviya Tops""]",TOPDZGV8GUEXZNUT,999,699,,01-11-2022
http://www.flipkart.com/clove-casual-3-4-sleeve-self-design-women-s-top/p/itmeaz88u9w9wmh5?pid=TOPEAZ88AGF3KJHS,The Clove Casual 3/4 Sleeve Self Design Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> The Clove Tops""]",TOPEAZ88AGF3KJHS,800,399,,01-11-2022
http://www.flipkart.com/vanca-formal-full-sleeve-self-design-women-s-top/p/itmebn32gqrfvsdd?pid=TOPEBN32XAZ62CTR,The Vanca Formal Full Sleeve Self Design Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> The Vanca Tops""]",TOPEBN32XAZ62CTR,1499,1049,,01-11-2022
http://www.flipkart.com/fantasy-ika-casual-short-sleeve-solid-women-s-top/p/itmeceg3fftvvszf?pid=TOPECEG3APNWUZWP,Fantasy Ika Casual Short Sleeve Solid Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Fantasy Ika Tops""]",TOPECEG3APNWUZWP,950,449,,01-11-2022
http://www.flipkart.com/fantasy-ika-casual-3-4-sleeve-self-design-women-s-top/p/itmecba9vwdfegv6?pid=TOPECBAAP9HW5VMH,Fantasy Ika Casual 3/4 Sleeve Self Design Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Fantasy Ika Tops""]",TOPECBAAP9HW5VMH,849,499,,01-11-2022
http://www.flipkart.com/ausy-casual-short-sleeve-floral-print-women-s-top/p/itmec8az27a8r6g2?pid=TOPEC8APK93YCFZZ,Ausy Casual Short Sleeve Floral Print Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Ausy Tops""]",TOPEC8APK93YCFZZ,999,367,,01-11-2022
http://www.flipkart.com/ausy-casual-short-sleeve-printed-women-s-top/p/itmec8anhsygxz3s?pid=TOPEC8ANUJ92WJYZ,Ausy Casual Short Sleeve Printed Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Ausy Tops""]",TOPEC8ANUJ92WJYZ,999,367,,01-11-2022
http://www.flipkart.com/karatcraft-triniya-promise-gold-diamond-18-k-ring/p/itme7t8fegkapukv?pid=RNGE864HPZG96WNH,Karatcraft Triniya Promise Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",RNGE864HPZG96WNH,47822,32973,,01-11-2022
http://www.flipkart.com/wearyourshine-pcj-joe-gold-diamond-18-k-ring/p/itme9gwpuff9dgfe?pid=RNGE9GWPJH9MMNWX,WearYourShine by PCJ The Joe Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",RNGE9GWPJH9MMNWX,29366,29366,,01-11-2022
http://www.flipkart.com/shilpkala-casual-short-sleeve-printed-women-s-top/p/itme954fhhpnga7g?pid=TOPE954FJHYUHWDY,Shilpkala Casual Short Sleeve Printed Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Shilpkala Tops""]",TOPE954FJHYUHWDY,999,999,,01-11-2022
http://www.flipkart.com/shilpkala-casual-sleeveless-solid-women-s-top/p/itme954fk48nxqmd?pid=TOPE954FWJHG3WDZ,Shilpkala Casual Sleeveless Solid Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Shilpkala Tops""]",TOPE954FWJHG3WDZ,699,699,,01-11-2022
http://www.flipkart.com/shilpkala-casual-cape-sleeve-printed-women-s-top/p/itme954fpqazg5cg?pid=TOPE954FF9KJSZZN,Shilpkala Casual Cape Sleeve Printed Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Shilpkala Tops""]",TOPE954FF9KJSZZN,799,799,,01-11-2022
http://www.flipkart.com/shilpkala-casual-bell-sleeve-printed-women-s-top/p/itme8dprctuph2tg?pid=TOPE8DPRTAKVHKRW,Shilpkala Casual Bell Sleeve Printed Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Shilpkala Tops""]",TOPE8DPRTAKVHKRW,799,799,,01-11-2022
http://www.flipkart.com/shilpkala-casual-sleeveless-printed-women-s-top/p/itme954f4mzrsmyj?pid=TOPE954FERN5VZYH,Shilpkala Casual Sleeveless Printed Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Shilpkala Tops""]",TOPE954FERN5VZYH,999,999,,01-11-2022
http://www.flipkart.com/shilpkala-casual-sleeveless-embellished-women-s-top/p/itme8dprknhbbb4v?pid=TOPE8DPRAU6DCFKN,Shilpkala Casual Sleeveless Embellished Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Shilpkala Tops""]",TOPE8DPRAU6DCFKN,899,899,,01-11-2022
