product_url,product_name,product_category_tree,pid,retail_price,discounted_price,Date
http://www.flipkart.com/steppings-trendy-boots/p/itme96vefbs3gatf?pid=SHOE2FQCR89ZNN8W,Steppings Trendy Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",SHOE2FQCR89ZNN8W,1799,719,01-11-2022
http://www.flipkart.com/steppings-boots/p/itmebg6zzhsbpkqn?pid=SHOEBG6ZGRJ9BGGN,Steppings Boots Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",SHOEBG6ZGRJ9BGGN,3199,2559,01-11-2022
http://www.flipkart.com/skmei-dg0939-red-sports-digital-watch-men-boys/p/itme9mvx9khxkkfp?pid=WATE9MVXDEVHGHAU,"Skmei DG0939-Red Sports Digital Watch  - For Men, Boys","[""Watches >> Wrist Watches >> Skmei Wrist Watches""]",WATE9MVXDEVHGHAU,1499,999,01-11-2022
http://www.flipkart.com/do-bhai-boots/p/itmeckeyvhacfh2t?pid=SHOECKEYCF73BXZX,Do Bhai Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",SHOECKEYCF73BXZX,799,699,01-11-2022
http://www.flipkart.com/vizion-8502-4blue-sports-series-digital-watch-boys-girls/p/itmecsw5x4tsbvna?pid=WATECSW5XEYZW3G6,"Vizion 8502-4BLUE Sports Series Digital Watch  - For Boys, Girls","[""Watches >> Wrist Watches >> Vizion Wrist Watches""]",WATECSW5XEYZW3G6,1095,595,01-11-2022
http://www.flipkart.com/steppings-boots/p/itmebg6zut5swqch?pid=SHOEBG7YXR7GHBHM,Steppings Boots Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",SHOEBG7YXR7GHBHM,3199,2559,01-11-2022
http://www.flipkart.com/steppings-trendy-boots/p/itme96vf27phdb9r?pid=SHOE3S9BGW4GGEFJ,Steppings Trendy Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",SHOE3S9BGW4GGEFJ,3499,2099,01-11-2022
http://www.flipkart.com/sam-stefy-boots/p/itmebywsjxcfadhr?pid=SHOEBYWSZ4ZRNQPU,Sam Stefy Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",SHOEBYWSZ4ZRNQPU,1050,449,01-11-2022
http://www.flipkart.com/ten-women-s-tan-mid-length-boots/p/itmeck2fvgwvhdg3?pid=SHOECK2F25ZZS6GG,TEN TEN Women's Tan Mid Length Boots Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",SHOECK2F25ZZS6GG,4495,1895,01-11-2022
http://www.flipkart.com/remson-india-boots/p/itmecxzepjpzcpyy?pid=SHOECXZEFH55CZT9,Remson India Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",SHOECXZEFH55CZT9,3999,1999,01-11-2022
